,post_id,text,tokens
1493,34583722,"

Because this section implies that a chan of buffer size 3 would not block. Can anyone please clarify/assist my understanding? 
","[""I'm"", 'reading/working', 'through', 'Go', 'Concurrency', 'Patterns:', 'Pipelines', 'and', 'cancellation,', 'but', ""i'm"", 'having', 'trouble', 'understanding', 'the', 'Stopping', 'short', 'section.', 'We', 'have', 'the', 'following', 'functions:', 'func', 'sq', '(', 'in', '<-', 'chan', 'int', ')', '<-', 'chan', 'int', '{', 'out', ':=', 'make', '(', 'chan', 'int', ')', 'go', 'func', '()', '{', 'for', 'n', ':=', 'range', 'in', '{', 'out', '<-', 'n', '*', 'n', '}', 'close', '(', 'out', ')', '}()', 'return', 'out', '}', 'func', 'gen', '(', 'nums', '...', 'int', ')', '<-', 'chan', 'int', '{', 'out', ':=', 'make', '(', 'chan', 'int', ')', 'go', 'func', '()', '{', 'for', '_', ',', 'n', ':=', 'range', 'nums', '{', 'out', '<-', 'n', '}', 'close', '(', 'out', ')', '}()', 'return', 'out', '}', 'func', 'merge', '(', 'cs', '...<-', 'chan', 'int', ')', '<-', 'chan', 'int', '{', 'var', 'wg', 'sync', '.', 'WaitGroup', 'out', ':=', 'make', '(', 'chan', 'int', ',', '1', ')', '// enough space for the unread inputs', '//', 'Start', 'an', 'output', 'goroutine', 'for', 'each', 'input', 'channel', 'in', 'cs.', 'output', '//', 'copies', 'values', 'from', 'c', 'to', 'out', 'until', 'c', 'is', 'closed,', 'then', 'calls', 'wg.Done.', 'output', ':=', 'func', '(', 'c', '<-', 'chan', 'int', ')', '{', 'for', 'n', ':=', 'range', 'c', '{', 'out', '<-', 'n', '}', 'wg.Done()', '}', 'wg.Add(len(cs))', 'for', '_', ',', 'c', ':=', 'range', 'cs', '{', 'go', 'output', '(', 'c', ')', '}', '//', 'Start', 'a', 'goroutine', 'to', 'close', 'out', 'once', 'all', 'the', 'output', 'goroutines', 'are', '//', 'done.', 'This', 'must', 'start', 'after', 'the', 'wg.Add', 'call.', 'go', 'func', '()', '{', 'wg.Wait()', 'close', '(', 'out', ')', '}()', 'return', 'out', '}', 'func', 'main', '()', '{', 'in', ':=', 'gen', '(', '2', ',', '3', ')', '//', 'Distribute', 'the', 'sq', 'work', 'across', 'two', 'goroutines', 'that', 'both', 'read', 'from', 'in.', 'c1', ':=', 'sq', '(', 'in', ')', 'c2', ':=', 'sq', '(', 'in', ')', '//', 'Consume', 'the', 'first', 'value', 'from', 'output.', 'out', ':=', 'merge', '(', 'c1', ',', 'c2', ')', 'fmt.Println(<-out)', '// 4 or 9', 'return', '//', 'Apparently', 'if', 'we', 'had', 'not', 'set', 'the', 'merge', 'out', 'buffer', 'size', 'to', '1', '//', 'then', 'we', 'would', 'have', 'a', 'hanging', 'go', 'routine.', '}', 'Now,', 'if', 'you', 'notice', 'line', '2', 'in', 'merge,', 'it', 'says', 'we', 'make', 'the', 'out', 'chan', 'with', 'buffer', 'size', '1,', 'because', 'this', 'is', 'enough', 'space', 'for', 'the', 'unread', 'inputs.', 'However,', ""I'm"", 'almost', 'positive', 'that', 'we', 'should', 'allocate', 'a', 'chan', 'with', 'buffer', 'size', '2.', 'In', 'accordance', 'with', 'this', 'code', 'sample:', 'c', ':=', 'make', '(', 'chan', 'int', ',', '2', ')', '// buffer size 2', 'c', '<-', '1', '// succeeds immediately', 'c', '<-', '2', '// succeeds immediately', 'c', '<-', '3', '// blocks until another goroutine does <-c and receives 1 ', 'Because', 'this', 'section', 'implies', 'that', 'a', 'chan', 'of', 'buffer', 'size', '3', 'would', 'not', 'block.', 'Can', 'anyone', 'please', 'clarify/assist', 'my', 'understanding?']"
1494,34644754,"

I'm trying to get all of the artists, from all of the users essentially. But I can't figure what I need in my query? I've touched briefly on Map/Reduce, but it didn't seem to apply to what I'm trying to do. 
","['I', 'have', 'a', 'go', 'application', 'which', 'uses', 'mgo/mongodb.', ""I'm"", 'using', 'embedded', 'documents', 'rather', 'than', 'relational', 'ones.', 'So', 'I', 'have...', '(some', 'code', 'redacted', 'for', 'brevity).', 'type', 'User', 'struct', '{', 'Id', 'bson', '.', 'ObjectId', 'bson', ':', '""_id,omitempty""', 'json', ':', '""id""', 'Name', 'string', 'for', 'm', ':', '""name""', 'bson', ':', '""name""', 'json', ':', '""name""', 'Password', 'string', 'for', 'm', ':', '""password""', 'bson', ':', '""password,omitempty""', 'json', ':', '""password""', 'binding', ':', '""required""', 'Email', 'string', 'for', 'm', ':', '""email""', 'bson', ':', '""email,omitempty""', 'json', ':', '""email""', 'binding', ':', '""required""', 'Artists', '[]', 'Artist', 'for', 'm', ':', '""artists""', 'bson', ':', '""artists,omitempty""', 'json', ':', '""artists""', 'inline', 'Releases', '[]', 'Release', 'for', 'm', ':', '""releases""', 'bson', ':', '""releases,omitempty""', 'json', ':', '""releases""', 'inline', 'ContentFeed', '[]', 'Content', 'for', 'm', ':', '""content_feed""', 'bson', ':', '""content_feed,omitempty""', 'json', ':', '""content_feed""', 'inline', 'Profile', 'Profile', 'for', 'm', ':', '""profile""', 'bson', ':', '""profile,omitempty""', 'json', ':', '""profile""', 'inline', 'TopTracks', '[]', 'Track', 'for', 'm', ':', '""top_tracks""', 'bson', ':', '""top_tracks""', 'json', ':', '""top_tracks""', 'inline', '}', 'type', 'Artist', 'struct', '{', 'Id', 'bson', '.', 'ObjectId', 'bson', ':', '""_id,omitempty""', 'json', ':', '""id""', 'Title', 'string', 'for', 'm', ':', '""title""', 'bson', ':', '""title""', 'json', ':', '""title""', 'Genres', 'string', 'for', 'm', ':', '""genres""', 'bson', ':', '""genres""', 'json', ':', '""genres""', '}', 'func', '(', 'repo', '*', 'ArtistRepo', ')', 'GetArtists', '()', '([]', 'Artist', ',', 'error', ')', '{', 'results', ':=', '&[]', 'Artist', '{}', 'err', ':=', 'repo', '.', 'collection.Find(???).All(results)', 'return', 'results', ',', 'err', '}', ""I'm"", 'trying', 'to', 'get', 'all', 'of', 'the', 'artists,', 'from', 'all', 'of', 'the', 'users', 'essentially.', 'But', 'I', ""can't"", 'figure', 'what', 'I', 'need', 'in', 'my', 'query?', ""I've"", 'touched', 'briefly', 'on', 'Map/Reduce,', 'but', 'it', ""didn't"", 'seem', 'to', 'apply', 'to', 'what', ""I'm"", 'trying', 'to', 'do.']"
1495,34696852,"
","['I', 'am', 'trying', 'to', 'decode', 'some', 'JSON', 'retrieved', 'via', 'http.Get.', 'However,', 'when', 'I', 'check', 'the', 'structs', 'I', 'initialize', 'with', 'fmt.Println,', 'they', 'are', 'always', 'empty.', 'I', 'suspect', 'it', 'is', 'because', 'my', ""struct's"", 'structure', 'does', 'not', 'agree', 'with', 'the', 'returned', 'JSON,', 'but', 'I', 'am', 'not', 'sure', 'how', 'to', 'fix', 'it.', 'In', 'general,', 'I', 'am', 'not', 'exactly', 'quite', 'sure', 'how', 'the', 'decoder', 'works.', 'This', 'is', 'the', 'JSON:', '{', '""response""', ':[', '{', '""list""', ':', '{', '""category""', ':', '""(noun)""', ',', '""synonyms""', ':', '""histrion|player|thespian|role player|performer|performing artist""', '}', '},', '{', '""list""', ':', '{', '""category""', ':', '""(noun)""', ',', '""synonyms""', ':', '""doer|worker|person|individual|someone|somebody|mortal|soul""', '}', '}', ']', '}', 'Here', 'is', 'what', 'i', 'have', 'tried', 'so', 'far:', 'type', 'SynonymResponse', 'struct', '{', 'lists', '[]', 'SynonymList', '}', 'type', 'SynonymList', 'struct', '{', 'category', 'string', 'synonyms', 'string', '}', 'var', 'synonyms', 'SynonymResponse', ';', 'dec', ':=', 'json.NewDecoder(response.Body)', 'err', ':=', 'dec.Decode(&synonyms)', 'if', 'err', '!=', 'nil', '{', 'log.Fatal(err)', '}', 'fmt.Println(synonyms)', 'EDIT:', 'Per', ""@Leo's"", 'answer', 'and', ""@JimB's"", 'hint,', 'there', 'are', 'two', 'issues', 'with', 'my', 'attempt.', 'Below', 'is', 'the', 'proper', 'set', 'of', 'structs,', 'though', 'as', 'Leo', 'pointed', 'out,', 'this', 'will', 'be', 'empty:', 'type', 'SynonymResponses', 'struct', '{', 'resp', '[]', 'SynonymResponse', '}', 'type', 'SynonymResponse', 'struct', '{', 'listo', 'SynonymList', '}', 'type', 'SynonymList', 'struct', '{', 'cat', 'string', 'syns', 'string', '}']"
1496,34716700,"
","['When', 'I', 'tried', 'to', 'print', 'command', 'line', 'arguments', 'using', 'fmt.Println(os.Args[1:])', 'I', 'got', 'result', 'like', '[Gates', 'Bill]', 'How', 'can', 'I', 'get', 'rid', 'of', 'the', '[]', 'around', 'the', 'arguments?', 'And', 'Go', 'seems', 'to', 'eat', 'all', 'the', 'commas', 'in', 'the', 'arguments,', 'how', 'can', 'I', 'get', 'the', 'output', 'like', 'Last', 'name', ',', 'First', 'name', 'Gates', ',', 'Bill']"
1497,34724912,"

Is there a workaround that? All I could think of so far is to put UI and Notifications into separate binaries and make them to communicate with main over some sort of IPC. But I may be missing something.
","['I', 'am', 'finding', 'it', 'difficult', 'to', 'write', 'something', 'with', 'more', 'or', 'less', 'common', 'UI', 'at', 'least', 'for', 'Mac.', 'My', 'application', 'has', 'to', 'have', 'tray', 'icon', 'and', 'be', 'able', 'to', 'show', 'system', 'notifications', 'The', 'issue', 'is', 'the', 'goroutines', 'themselves.', 'Any', 'call', 'to', 'UI', 'frameworks', 'on', 'Mac', 'requires', 'that', 'the', 'call', 'is', 'made', 'from', 'main', 'thread,', 'or', 'at', 'least', 'in', 'a', 'thread-safe', 'manner.', 'The', 'issue', 'arise', 'when', 'I', 'am', 'already', 'running', 'UI', '(well,', 'for', 'GUI', 'application', 'that', 'is', 'a', 'must,', 'no?)', 'and', 'try', 'to', 'show', 'notification.', 'The', 'reason', 'for', 'this', 'seems', 'to', 'be', 'that', 'systray', 'package', 'Init', 'function', 'has', 'to', 'be', 'locked', 'to', 'main', 'thread', 'using', 'runtime.LockOsThread', 'and', 'never', 'releases', 'it.', 'Then', 'if', 'I', 'try', 'to', 'show', 'notification', 'which', 'also', 'requires', 'runtime.LockOsThread', 'it', 'causes', 'following', 'error:', '2016', '-', '01', '-', '11', '22', ':', '56', ':', '27', '.', '973', 'main', '[', '30162', ':', '4094392', ']', '***', 'Assertion', 'failure', 'in', '+[', 'NSUndoManager', '_endTopLevelGroupings', '],', '/Library/Caches/com.apple.xbs/Sources/Foundation/Foundation-1256.1/Misc.subproj/NSUndoManager.m:359', '2016', '-', '01', '-', '11', '22', ':', '56', ':', '27', '.', '974', 'main', '[', '30162', ':', '4094392', ']', '+[', 'NSUndoManager', '(', 'NSInternal', ')', '_endTopLevelGroupings', ']', 'is', 'only', 'safe', 'to', 'invoke', 'on', 'the', 'main', 'thread', '.', '2016', '-', '01', '-', '11', '22', ':', '56', ':', '27', '.', '977', 'main', '[', '30162', ':', '4094392', ']', '(', '0', 'CoreFoundation', '0', 'x00007fff8d42bae2', '__exceptionPreprocess', '+', '178', '1', 'libobjc', '.', 'A', '.', 'dylib', '0', 'x00007fff8bb03f7e', 'objc_exception_throw', '+', '48', '2', 'CoreFoundation', '0', 'x00007fff8d42b8ba', '+[', 'NSException', 'raise', ':', 'for', 'mat', ':', 'arguments', ':]', '+', '106', '3', 'Foundation', '0', 'x00007fff8cb4c88c', '-[', 'NSAssertionHandler', 'handleFailureInMethod', ':', 'object', ':', 'file', ':', 'lineNumber', ':', 'description', ':]', '+', '198', '4', 'Foundation', '0', 'x00007fff8cad24c1', '+[', 'NSUndoManager', '(', 'NSPrivate', ')', '_endTopLevelGroupings', ']', '+', '170', '5', 'AppKit', '0', 'x00007fff8514206a', '-[', 'NSApplication', 'run', ']', '+', '844', '6', 'main', '0', 'x0000000004166200', 'nativeLoop', '+', '128', '7', 'main', '0', 'x0000000004165bca', '_cgo_8c6479959095_Cfunc_nativeLoop', '+', '26', '8', 'main', '0', 'x000000000405a590', 'runtime', '.', 'asmcgocall', '+', '112', ')', '2016', '-', '01', '-', '11', '22', ':', '56', ':', '27', '.', '977', 'main', '[', '30162', ':', '4094392', ']', '***', 'Assertion', 'failure', 'in', '+[', 'NSUndoManager', '_endTopLevelGroupings', '],', '/Library/Caches/com.apple.xbs/Sources/Foundation/Foundation-1256.1/Misc.subproj/NSUndoManager.m:359', '2016', '-', '01', '-', '11', '22', ':', '56', ':', '27', '.', '978', 'main', '[', '30162', ':', '4094392', ']', 'An', 'uncaught', 'exception', 'was', 'raised', '2016', '-', '01', '-', '11', '22', ':', '56', ':', '27', '.', '978', 'main', '[', '30162', ':', '4094392', ']', '+[', 'NSUndoManager', '(', 'NSInternal', ')', '_endTopLevelGroupings', ']', 'is', 'only', 'safe', 'to', 'invoke', 'on', 'the', 'main', 'thread', '.', 'Is', 'there', 'a', 'workaround', 'that?', 'All', 'I', 'could', 'think', 'of', 'so', 'far', 'is', 'to', 'put', 'UI', 'and', 'Notifications', 'into', 'separate', 'binaries', 'and', 'make', 'them', 'to', 'communicate', 'with', 'main', 'over', 'some', 'sort', 'of', 'IPC.', 'But', 'I', 'may', 'be', 'missing', 'something.']"
1498,34823724,"

I can confirm that I am closing the request body in every handler using defer r.Body.Close().

I am using go 1.5.2. 

Any help would be appreciated.

Regards,

Sathya
","['I', 'am', 'running', 'a', 'https', 'web', 'server', 'in', 'go.', 'I', 'am', 'testing', 'it', 'using', 'a', 'angular', 'web', 'app', '(Chrome', 'browser)', 'that', 'makes', 'ajax', 'calls', 'to', 'the', 'web', 'server.', 'If', 'I', 'keep', 'hitting', 'the', 'web', 'server', 'continuously', 'everything', 'seems', 'working.', 'But', 'whenever', 'I', 'leave', 'it', 'idle', 'for', 'sometime', 'and', 'hit', 'the', 'web', 'server', 'the', 'ajax', 'call', 'from', 'browser', ""doesn't"", 'get', 'a', 'response.', 'Almost', 'always', 'I', 'see', 'this', 'log', 'line', 'in', 'my', 'server', 'log.', '2016/01/16', '04', ':', '06', ':', '47', '.', '0', '06', '977', 'http', ':', 'TLS', 'handshake', 'error', 'from', '42', '.', '21', '.', '139', '.', '47', ':', '51463', ':', 'EOF', 'I', 'can', 'confirm', 'that', 'the', 'IP', 'address', 'is', 'my', 'IP', 'address.', 'I', 'am', 'starting', 'my', 'https', 'server', 'like', 'this:', 'r', ':=', 'mux.NewRouter()', 'r.HandleFunc(""/status"", handleStatus)', 'setUpLoginEndpoint', '(&', 'cfg', '.', 'Session', ',', 'r', ')', 'setUpLogoutEndpoint', '(', 'cfg', '.', 'Session', '.', 'CookieName', ',', 'r', ')', 'setUpChangePasswordEndpoint', '(', 'cfg', '.', 'Session', '.', 'CookieName', ',', 'r', ')', 'setUpMetricSinkEndpoint', '(', 'cfg', '.', 'Metric', '.', 'SinkApiKey', ',', 'r', ')', 'setUpMetricQueryEndpoint', '(', 'cfg', '.', 'Session', '.', 'CookieName', ',', 'r', ')', 'http.ListenAndServeTLS("":443"", ""../cert.pem"", ""../keys.pem"", &Server{r})', 'I', 'can', 'confirm', 'that', 'I', 'am', 'closing', 'the', 'request', 'body', 'in', 'every', 'handler', 'using', 'defer', 'r.Body.Close().', 'I', 'am', 'using', 'go', '1.5.2.', 'Any', 'help', 'would', 'be', 'appreciated.', 'Regards,', 'Sathya']"
1499,34829606,"

The problem is that if my percentage is, say, exactly 50, I will get the following output:

50.00%


While what I want is to get:

50%


Is there any way for the format string to indicate that a maximum of 2 digits of precision should be used, but only if needed?
","[""I'm"", 'trying', 'to', 'print', 'floating', 'point', 'numbers', 'as', 'percentages,', 'and', ""I'd"", 'like', 'for', 'the', 'number', 'of', 'digits', 'after', 'the', 'decimal', 'place', 'to', 'vary', 'as', 'needed.', 'Currently', 'I', 'have:', 'fmt.Printf(""%.2f%%\\n"", 100*(value/total))', 'The', 'problem', 'is', 'that', 'if', 'my', 'percentage', 'is,', 'say,', 'exactly', '50,', 'I', 'will', 'get', 'the', 'following', 'output:', '50.00%', 'While', 'what', 'I', 'want', 'is', 'to', 'get:', '50%', 'Is', 'there', 'any', 'way', 'for', 'the', 'format', 'string', 'to', 'indicate', 'that', 'a', 'maximum', 'of', '2', 'digits', 'of', 'precision', 'should', 'be', 'used,', 'but', 'only', 'if', 'needed?']"
1500,34875888,"In Golang, i can close a TCPListener, however, i can not tell whether a TCPListener is closed or not. This info could be used to do some other logic in program.
","['The', 'problem', 'is', 'that', 'if', 'my', 'percentage', 'is,', 'say,', 'exactly', '50,', 'I', 'will', 'get', 'the', 'following', 'output:', '50.00%', 'While', 'what', 'I', 'want', 'is', 'to', 'get:', '50%', 'Is', 'there', 'any', 'way', 'for', 'the', 'format', 'string', 'to', 'indicate', 'that', 'a', 'maximum', 'of', '2', 'digits', 'of', 'precision', 'should', 'be', 'used,', 'but', 'only', 'if', 'needed?']"
1501,34926930,"

I would have a function receive from this channel and call the received functions. The functions must be executed in FIFO order. 

Is there a better method or structure to do this in Go?

This shouldn't make a difference but I am looking to queue SQL queries to run in FIFO for this. 
","['Is', 'there', 'Go', 'equivalent', 'of', ""Apple's"", 'GCD', 'serial', 'dispatch', 'queue?', 'So', 'far', 'I', 'have', 'only', 'found', 'a', 'solution', 'that', 'is', 'a', 'channel', 'of', 'functions.', 'work', ':=', 'make', '(', 'chan', 'func', '())', 'I', 'would', 'have', 'a', 'function', 'receive', 'from', 'this', 'channel', 'and', 'call', 'the', 'received', 'functions.', 'The', 'functions', 'must', 'be', 'executed', 'in', 'FIFO', 'order.', 'Is', 'there', 'a', 'better', 'method', 'or', 'structure', 'to', 'do', 'this', 'in', 'Go?', 'This', ""shouldn't"", 'make', 'a', 'difference', 'but', 'I', 'am', 'looking', 'to', 'queue', 'SQL', 'queries', 'to', 'run', 'in', 'FIFO', 'for', 'this.']"
1502,34947001,"

But what I want to ask is if this method is OK? How to make all the token generated by this method is unique ? 

What is the normal way to implement this system ?

Please give me some ideas and tell me if this method of generating token is good.

Thanks.
","['I', 'want', 'to', 'implement', 'a', 'system', 'that', 'after', 'user', 'signs', 'up,', 'user', 'will', 'receive', 'an', 'email', 'includes', 'a', 'link', 'to', 'verify', 'this', 'email', 'is', 'for', 'that', 'user.', 'The', 'way', 'I', 'generate', 'the', 'token', 'for', 'verifying', 'the', 'email', 'is', 'like', 'this:', 'import', '(', '""crypto/rand""', '""encoding/base64""', ')', 'func', 'generateToken', '()', '(', 'string', ',', 'error', ')', '{', 'b', ':=', 'make', '([]', 'byte', ',', '35', ')', '_', ',', 'err', ':=', 'rand.Read(b)', 'if', 'err', '!=', 'nil', '{', 'return', '""""', ',', 'err', '}', 'return', 'base64', '.', 'URLEncoding.EncodeToString(b)', ',', 'nil', '}', 'But', 'what', 'I', 'want', 'to', 'ask', 'is', 'if', 'this', 'method', 'is', 'OK?', 'How', 'to', 'make', 'all', 'the', 'token', 'generated', 'by', 'this', 'method', 'is', 'unique', '?', 'What', 'is', 'the', 'normal', 'way', 'to', 'implement', 'this', 'system', '?', 'Please', 'give', 'me', 'some', 'ideas', 'and', 'tell', 'me', 'if', 'this', 'method', 'of', 'generating', 'token', 'is', 'good.', 'Thanks.']"
1503,34995808,"

Here's the problem: that fourth-last line, current := , throws a compiler error, 'current declared and not used'. I want to say ""Yeah, I know it's not used after that point reading downward, but it's declared inside a loop, so its value matters on the next iteration."" But I can't work out how, or if I've done something stupid. I'm totally clueless about Go, obviously. But to me, thinking through it, the logic is sound. Am I messing something up?

(Note: I'm aware of the oversight that a draw of [1 2 3] won't be equal to [2 3 1], ignoring that for now.)
","['Poor', 'title,', 'but', 'I', ""didn't"", 'know', 'how', 'else', 'to', 'describe', 'it', 'within', 'the', 'character', 'limit.', 'As', 'a', 'learning', 'exercise,', ""I'm"", 'trying', 'to', 'write', 'a', 'little', 'Go', 'program', 'that', 'simulates', 'a', 'lottery', 'draw.', 'It', 'draws', 'six', 'random', 'numbers', 'to', 'be', 'the', 'winning', 'set,', 'then', 'continually', 'draws', 'random', 'arrays', 'of', 'random', 'ints', 'until', 'you', 'get', 'that', 'set', 'again.', 'First', 'I', 'wrote', 'a', 'function', 'which', 'takes', 'a', 'channel', 'and', 'infinitely', 'loops', '""add', 'array', 'of', '6', 'random', 'ints', 'to', 'the', 'channel"":', 'func', 'draw', '(', 'ch', 'chan', '<-', '[', '6', ']', 'int', ')', '{', 'generator', ':=', 'rand.New(rand.NewSource(time.Now().UnixNano()))', 'for', '{', 'ch', '<-', '[', '6', ']', 'int', '{', 'generator.Intn(100)', ',', 'generator.Intn(100)', ',', 'generator.Intn(100)', ',', 'generator.Intn(100)', ',', 'generator.Intn(100)', ',', 'generator.Intn(100)', ',', '}', '}', '}', 'Then', 'in', 'main()', 'I', 'specify', 'two', 'OS', 'threads,', 'create', 'a', 'channel', 'that', 'can', 'hold', '250', 'arrays', 'of', '6', 'ints,', 'and', 'start', 'my', 'draw()', 'function', 'in', 'a', 'goroutine.', 'runtime.GOMAXPROCS(2)', 'ch', ':=', 'make', '(', 'chan', '[', '6', ']', 'int', ',', '250', ')', 'go', 'draw', '(', 'ch', ')', 'Next', 'I', 'take', 'a', 'winning', 'set', '(eg', '[4', '8', '15', '16', '23', '42])', 'from', 'the', 'channel,', 'then', 'a', ""'current'"", 'set,', 'meaning', 'the', 'most', 'recent', 'draw.', 'I', 'set', 'my', 'game_played', 'counter', 'to', '1:', 'winning', ':=', '<-', 'ch', 'current', ':=', '<-', 'ch', 'games_played', ':=', '1', ""Here's"", 'the', 'tricky', 'bit.', 'In', 'an', 'infinite', 'loop,', 'I', 'check', 'if', 'the', 'current', 'draw', 'is', 'equal', 'to', 'the', 'winning', 'draw.', 'If', 'it', 'is,', 'I', 'print', 'the', 'number', 'of', 'games', 'played,', 'and', 'break', 'from', 'the', 'loop.', 'If', 'it', ""isn't,"", 'I', 'set', 'current', 'to', 'a', 'new', 'draw,', 'and', 'increment', 'the', 'counter.', 'The', 'loop', 'should', 'then', 'run', 'the', 'if', 'winning', '==', 'current', '...', 'check', 'again', 'over', 'and', 'over', 'until', ""there's"", 'a', 'match.', 'for', '{', 'if', 'winning', '==', 'current', '{', 'fmt.Println(games_played)', 'break', '}', 'else', '{', 'current', ':=', '<-', 'ch', 'games_played', '+=', '1', '}', '}', ""Here's"", 'the', 'problem:', 'that', 'fourth-last', 'line,', 'current', ':=', ',', 'throws', 'a', 'compiler', 'error,', ""'current"", 'declared', 'and', 'not', ""used'."", 'I', 'want', 'to', 'say', '""Yeah,', 'I', 'know', ""it's"", 'not', 'used', 'after', 'that', 'point', 'reading', 'downward,', 'but', ""it's"", 'declared', 'inside', 'a', 'loop,', 'so', 'its', 'value', 'matters', 'on', 'the', 'next', 'iteration.""', 'But', 'I', ""can't"", 'work', 'out', 'how,', 'or', 'if', ""I've"", 'done', 'something', 'stupid.', ""I'm"", 'totally', 'clueless', 'about', 'Go,', 'obviously.', 'But', 'to', 'me,', 'thinking', 'through', 'it,', 'the', 'logic', 'is', 'sound.', 'Am', 'I', 'messing', 'something', 'up?', '(Note:', ""I'm"", 'aware', 'of', 'the', 'oversight', 'that', 'a', 'draw', 'of', '[1', '2', '3]', ""won't"", 'be', 'equal', 'to', '[2', '3', '1],', 'ignoring', 'that', 'for', 'now.)']"
1504,35029311,"I am writing a web app using Golang, and I am writing the file upload part now, but I don't know what is the most secure way to do it.

Can anyone give me some information? Thanks.

Edit: I mean how to prevent users upload their file to the position other than the position I want. User may modify the filename to cause it to be uploaded to a specific directory. Are there any way to prevent it?

And I want to ask if the hacking technique like web shell workable to the web app written in Golang? I think is not, but I want to check if my thinking is right.
","['I', 'am', 'writing', 'a', 'web', 'app', 'using', 'Golang,', 'and', 'I', 'am', 'writing', 'the', 'file', 'upload', 'part', 'now,', 'but', 'I', ""don't"", 'know', 'what', 'is', 'the', 'most', 'secure', 'way', 'to', 'do', 'it.', 'Can', 'anyone', 'give', 'me', 'some', 'information?', 'Thanks.', 'Edit:', 'I', 'mean', 'how', 'to', 'prevent', 'users', 'upload', 'their', 'file', 'to', 'the', 'position', 'other', 'than', 'the', 'position', 'I', 'want.', 'User', 'may', 'modify', 'the', 'filename', 'to', 'cause', 'it', 'to', 'be', 'uploaded', 'to', 'a', 'specific', 'directory.', 'Are', 'there', 'any', 'way', 'to', 'prevent', 'it?', 'And', 'I', 'want', 'to', 'ask', 'if', 'the', 'hacking', 'technique', 'like', 'web', 'shell', 'workable', 'to', 'the', 'web', 'app', 'written', 'in', 'Golang?', 'I', 'think', 'is', 'not,', 'but', 'I', 'want', 'to', 'check', 'if', 'my', 'thinking', 'is', 'right.']"
1505,35036951,"I want to get the offset in seconds from a specified time zone. That is exactly what tz_offset() in Perl's Time::Zone does: ""determines the offset from GMT in seconds of a specified timezone"".

Is there already a way of doing this in Go? The input is a string that has the time zone name and that's it, but I know that Go has LoadLocation() in the time package, so string => offset or location => offset should be fine.

Input: ""MST""

Output: -25200
","[""Here's"", 'the', 'problem:', 'that', 'fourth-last', 'line,', 'current', ':=', ',', 'throws', 'a', 'compiler', 'error,', ""'current"", 'declared', 'and', 'not', ""used'."", 'I', 'want', 'to', 'say', '""Yeah,', 'I', 'know', ""it's"", 'not', 'used', 'after', 'that', 'point', 'reading', 'downward,', 'but', ""it's"", 'declared', 'inside', 'a', 'loop,', 'so', 'its', 'value', 'matters', 'on', 'the', 'next', 'iteration.""', 'But', 'I', ""can't"", 'work', 'out', 'how,', 'or', 'if', ""I've"", 'done', 'something', 'stupid.', ""I'm"", 'totally', 'clueless', 'about', 'Go,', 'obviously.', 'But', 'to', 'me,', 'thinking', 'through', 'it,', 'the', 'logic', 'is', 'sound.', 'Am', 'I', 'messing', 'something', 'up?', '(Note:', ""I'm"", 'aware', 'of', 'the', 'oversight', 'that', 'a', 'draw', 'of', '[1', '2', '3]', ""won't"", 'be', 'equal', 'to', '[2', '3', '1],', 'ignoring', 'that', 'for', 'now.)']"
